kernel,source,source_token,standalone_c,fixture_scalar_types,fixture_shape_macros,operation_summary,reviewed_semantic_family,current_match,current_match_scope,current_implementation_class,current_implementation_detail,counts_as_library_reuse,linalg_ops,residual_loops,closest_library,closest_api,relationship,whole_kernel_coverage,semantic_constraints,rank_layout_constraints,required_compiler_work,confidence,priority,notes,evidence_url,alternative_libraries,current_backend_support,compiler_gap_class
aten_max_pool1d_cpu,aten/src/ATen/native/cpu/MaxPooling.cpp,max_pool1d_impl,issues/aten_c_kernels/aten_max_pool1d_cpu.c,float/int,B=1; C=2; I0=6; O0=(I0,pooling_with_indices: max_pool1d_impl,pooling_with_indices,cudaCopy1D_f32_tensor,PARTIAL_STAGE_ONLY,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,5,1,CUB,DeviceSegmentedReduce::ArgMax,SUBSET_WITH_CONSTRAINTS,whole for explicit windows,"window bounds, first-index/tie and NaN behavior must match ATen",each pooling window must be expressible by begin/end segment offsets,finish raising residual loops; then preserve the multi-output value/index reduction through debufferization; then lower to segmented ArgMax,HIGH,HIGH,cuDNN pooling returns values but not ATen's argmax-index output,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_max_pool3d_backward_cpu,aten/src/ATen/native/cpu/MaxPoolKernel.cpp,max_pool3d_backward_kernel_impl,issues/aten_c_kernels/aten_max_pool3d_backward_cpu.c,float/int,B=1; C=2; I0=6; O0=(I0; I1=7; O1=(I1; I2=8; O2=(I2,pooling: max_pool3d_backward_kernel_impl,pooling,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,1,4,cuDNN,Resample forward/backward (MAXPOOL/AVGPOOL),EXACT_FIXED_CALL,whole,"padding inclusion, NaN propagation, max-index and tie behavior must match",regular fixed windows/strides/dilations in supported layouts,finish raising residual loops; then pool descriptor matcher + generic forward/backward lowering,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,RAISING_THEN_LIBRARY_LOWERING
aten_max_pool3d_cpu,aten/src/ATen/native/cpu/MaxPoolKernel.cpp,max_pool3d_kernel_impl,issues/aten_c_kernels/aten_max_pool3d_cpu.c,float/int,B=1; C=2; I0=6; O0=(I0; I1=7; O1=(I1; I2=8; O2=(I2,pooling: max_pool3d_kernel_impl,pooling,cudaCopy1D_f32_tensor,PARTIAL_STAGE_ONLY,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,5,6,cuDNN,Resample forward/backward (MAXPOOL/AVGPOOL),EXACT_FIXED_CALL,whole,"padding inclusion, NaN propagation, max-index and tie behavior must match",regular fixed windows/strides/dilations in supported layouts,finish raising residual loops; then pool descriptor matcher + generic forward/backward lowering,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,RAISING_THEN_LIBRARY_LOWERING
aten_max_unpool2d_cpu,aten/src/ATen/native/cpu/MaxUnpoolKernel.cpp,max_unpool2d_kernel_impl,issues/aten_c_kernels/aten_max_unpool2d_cpu.c,float/int,C=2; N=64; O=256,indexed_scatter: max_unpool2d_kernel_impl,indexed_scatter,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,1,2,CUB,DeviceSelect or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,supported indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,finish raising residual loops; then indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_max_unpool3d_cpu,aten/src/ATen/native/cpu/MaxUnpoolKernel.cpp,max_unpool3d_kernel_impl,issues/aten_c_kernels/aten_max_unpool3d_cpu.c,float/int,C=2; N=64; O=512,indexed_scatter: max_unpool3d_kernel_impl,indexed_scatter,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,1,2,CUB,DeviceSelect or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,supported indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,finish raising residual loops; then indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_max_unpool_backward_cpu,aten/src/ATen/native/cpu/MaxUnpoolKernel.cpp,cpu_max_unpool_backward,issues/aten_c_kernels/aten_max_unpool_backward_cpu.c,float/int,N=512; O=2048,indexed_scatter: cpu_max_unpool_backward,indexed_scatter,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,CUB,DeviceSelect or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,supported indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_median_indices_cpu,aten/src/ATen/native/Sorting.cpp,median_with_indices_impl,issues/aten_c_kernels/aten_median_indices_cpu.c,float/int,R=16; N=63,ordering_selection: median_with_indices_impl,ordering_selection,cudaCopy1D_f32_tensor,PARTIAL_STAGE_ONLY,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,2,3,CUB,DeviceRadixSort/SegmentedRadixSort/Select/RLE,BUILDING_BLOCKS_ONLY,sort/search/select stages,"stable ordering, NaNs, first-index/tie policy, multidimensional axes and returned indices",contiguous keys or explicit segments; arbitrary strided axes need layout conversion,finish raising residual loops; then CUB backend + operation-specific composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_mode_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,mode_kernel_impl,issues/aten_c_kernels/aten_mode_cpu.c,float/int,N=64,statistical_mode: mode_kernel_impl,statistical_mode,cudaCopy1D_f32_tensor,PARTIAL_STAGE_ONLY,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,3,2,CUB,DeviceReduce/SegmentedReduce on value-index pairs; sort+RLE for mode,BUILDING_BLOCKS_ONLY,algorithmic stages,"ATen first-index/tie, NaN and stable-order rules need a custom pair comparator/composition",flatten/segment the requested tensor axis; strided axes may require permutation,finish raising residual loops; then CUB template backend + index-aware matcher + composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_modified_bessel_i0,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,modified_bessel_i0_kernel,issues/aten_c_kernels/aten_modified_bessel_i0.c,float,N=4096,special_function: modified_bessel_i0_kernel,special_function,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,none,no public whole-tensor NVIDIA library operation,NO_PUBLIC_LIBRARY_EQUIVALENT,none,scalar CUDA math/libdevice or recurrences are not a host-callable tensor library implementation,not applicable,retain raised code or permit a generated/custom GPU kernel,HIGH,NONE,A scalar device function may exist; that is not a link-only tensor-library lowering.,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_modified_bessel_i1,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,modified_bessel_i1_kernel,issues/aten_c_kernels/aten_modified_bessel_i1.c,float,N=4096,special_function: modified_bessel_i1_kernel,special_function,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,none,no public whole-tensor NVIDIA library operation,NO_PUBLIC_LIBRARY_EQUIVALENT,none,scalar CUDA math/libdevice or recurrences are not a host-callable tensor library implementation,not applicable,retain raised code or permit a generated/custom GPU kernel,HIGH,NONE,A scalar device function may exist; that is not a link-only tensor-library lowering.,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_modified_bessel_k0,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,modified_bessel_k0_kernel,issues/aten_c_kernels/aten_modified_bessel_k0.c,float,N=4096,special_function: modified_bessel_k0_kernel,special_function,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,none,no public whole-tensor NVIDIA library operation,NO_PUBLIC_LIBRARY_EQUIVALENT,none,scalar CUDA math/libdevice or recurrences are not a host-callable tensor library implementation,not applicable,retain raised code or permit a generated/custom GPU kernel,HIGH,NONE,A scalar device function may exist; that is not a link-only tensor-library lowering.,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_modified_bessel_k1,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,modified_bessel_k1_kernel,issues/aten_c_kernels/aten_modified_bessel_k1.c,float,N=4096,special_function: modified_bessel_k1_kernel,special_function,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,none,no public whole-tensor NVIDIA library operation,NO_PUBLIC_LIBRARY_EQUIVALENT,none,scalar CUDA math/libdevice or recurrences are not a host-callable tensor library implementation,not applicable,retain raised code or permit a generated/custom GPU kernel,HIGH,NONE,A scalar device function may exist; that is not a link-only tensor-library lowering.,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_multi_margin_loss_backward_cpu,aten/src/ATen/native/LossMultiMargin.cpp,multi_margin_loss_backward_cpu_kernel,issues/aten_c_kernels/aten_multi_margin_loss_backward_cpu.c,float/int,B=32; C=16,loss: multi_margin_loss_backward_kernel,loss,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,1,2,cuDNN,pointwise/reduction/matmul operation graph,BUILDING_BLOCKS_ONLY,arithmetic stages,"complete formula, index/label rules, state mutation, reductions and backward outputs",only graph nodes/layouts supported by cuDNN,finish raising residual loops; then extract and partition expression/stage graph; validate plan or keep raised code,HIGH,LOW,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,none identified with stronger whole-kernel semantics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_multi_margin_loss_cpu,aten/src/ATen/native/LossMultiMargin.cpp,multi_margin_loss_cpu_kernel,issues/aten_c_kernels/aten_multi_margin_loss_cpu.c,float/int,B=32; C=16,loss: multi_margin_loss_kernel,loss,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,1,cuDNN,pointwise/reduction/matmul operation graph,BUILDING_BLOCKS_ONLY,arithmetic stages,"complete formula, index/label rules, state mutation, reductions and backward outputs",only graph nodes/layouts supported by cuDNN,finish raising residual loops; then extract and partition expression/stage graph; validate plan or keep raised code,HIGH,LOW,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,none identified with stronger whole-kernel semantics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_multilabel_margin_loss_backward_cpu,aten/src/ATen/native/LossMultiLabelMargin.cpp,multilabel_margin_loss_backward_out_frame,issues/aten_c_kernels/aten_multilabel_margin_loss_backward_cpu.c,float/int,B=16; C=16; L=4,loss: multilabel_margin_loss_backward_frame,loss,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,3,3,cuDNN,pointwise/reduction/matmul operation graph,BUILDING_BLOCKS_ONLY,arithmetic stages,"complete formula, index/label rules, state mutation, reductions and backward outputs",only graph nodes/layouts supported by cuDNN,finish raising residual loops; then extract and partition expression/stage graph; validate plan or keep raised code,HIGH,LOW,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,none identified with stronger whole-kernel semantics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_multilabel_margin_loss_forward_cpu,aten/src/ATen/native/LossMultiLabelMargin.cpp,multilabel_margin_loss_forward_out_frame,issues/aten_c_kernels/aten_multilabel_margin_loss_forward_cpu.c,float/int,B=16; C=16; L=4,loss: multilabel_margin_loss_forward_frame,loss,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,3,cuDNN,pointwise/reduction/matmul operation graph,BUILDING_BLOCKS_ONLY,arithmetic stages,"complete formula, index/label rules, state mutation, reductions and backward outputs",only graph nodes/layouts supported by cuDNN,finish raising residual loops; then extract and partition expression/stage graph; validate plan or keep raised code,HIGH,LOW,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,none identified with stronger whole-kernel semantics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_multinomial_with_replacement_cpu,aten/src/ATen/native/cpu/MultinomialKernel.cpp,multinomial_with_replacement_kernel_impl,issues/aten_c_kernels/aten_multinomial_with_replacement_cpu.c,float/int,B=8; C=32; S=16,categorical_sampling: multinomial_with_replacement_kernel_impl,categorical_sampling,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,3,cuRAND,uniform/normal/lognormal/Poisson/Sobol generators,SUBSET_WITH_CONSTRAINTS,random draw stage or whole distribution subset,"ATen Philox generator state, seed/offset advancement, reproducibility and exact transform must match",cuRAND output type/count/alignment; many distributions need a transform,finish raising residual loops; then RNG-state proof + cuRAND backend; compose unsupported transforms,HIGH,LOW,,https://docs.nvidia.com/cuda/curand/host-api-overview.html,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_nan_to_num,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,nan_to_num_kernel,issues/aten_c_kernels/aten_nan_to_num.c,float,N=4096,pointwise_formula: nan_to_num_kernel,pointwise_formula,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_ndtri,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,ndtri_kernel,issues/aten_c_kernels/aten_ndtri.c,float,N=4096,special_function: ndtri_kernel,special_function,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,none,no public whole-tensor NVIDIA library operation,NO_PUBLIC_LIBRARY_EQUIVALENT,none,scalar CUDA math/libdevice or recurrences are not a host-callable tensor library implementation,not applicable,retain raised code or permit a generated/custom GPU kernel,HIGH,NONE,A scalar device function may exist; that is not a link-only tensor-library lowering.,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_ne,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,ne_kernel,issues/aten_c_kernels/aten_ne.c,float,N=4096,pointwise: ne_kernel,pointwise,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_nested_from_padded_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,nested_from_padded_generic,issues/aten_c_kernels/aten_nested_from_padded_cpu.c,float/int,B=8; P=80,padding: nested_from_padded_generic,padding,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,NPP,nppiCopy*Border,SUBSET_WITH_CONSTRAINTS,2D image constant/replicate border subset,reflection/circular rules and backward accumulation are not generally covered,NPP 2D ROI/channel/dtype layouts only,specialize compatible image cases; otherwise composition,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_nested_pad_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,pad_tensor_to_shape,issues/aten_c_kernels/aten_nested_pad_cpu.c,float,B=8; N=64; P=80,padding: pad_tensor_to_shape,padding,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,NPP,nppiCopy*Border,SUBSET_WITH_CONSTRAINTS,2D image constant/replicate border subset,reflection/circular rules and backward accumulation are not generally covered,NPP 2D ROI/channel/dtype layouts only,specialize compatible image cases; otherwise composition,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_nested_select_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,select_nested,issues/aten_c_kernels/aten_nested_select_cpu.c,float/int,B=8; N=64,arbitrary_gather: select_nested,arbitrary_gather,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,none,no fixed public NVIDIA library call,NO_PUBLIC_LIBRARY_EQUIVALENT,none,runtime per-row indices are not representable by memcpy or a cuTENSOR affine-mode permutation,not applicable,retain the Linalg computation and use conventional GPU lowering,HIGH,NONE,,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_nested_softmax_backward_cpu,aten/src/ATen/native/nested/NestedTensorBackward.cpp,nested_softmax_backward,issues/aten_c_kernels/aten_nested_softmax_backward_cpu.c,float,B=8; N=64,ragged_softmax: nested_softmax_backward,ragged_softmax,"cublasSdot,cudnnPointwiseGraph_f32",PARTIAL_STAGE_ONLY,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,2,1,CUB,segmented max/sum reductions plus pointwise transforms,BUILDING_BLOCKS_ONLY,softmax stages,"ragged offsets, stable max-subtraction, empty rows, dropout RNG state and backward semantics",explicit segment offsets over contiguous values,finish raising residual loops; then CUB segmented-reduction backend + multi-stage composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_nested_softmax_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,softmax_nested,issues/aten_c_kernels/aten_nested_softmax_cpu.c,float/int,B=8; N=64,ragged_softmax: softmax_nested,ragged_softmax,,NONE,NO_IMPLEMENTATION,no emitted launch,no,0,3,CUB,segmented max/sum reductions plus pointwise transforms,BUILDING_BLOCKS_ONLY,softmax stages,"ragged offsets, stable max-subtraction, empty rows, dropout RNG state and backward semantics",explicit segment offsets over contiguous values,finish raising residual loops; then CUB segmented-reduction backend + multi-stage composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_nested_softmax_dropout_cpu,aten/src/ATen/native/nested/NestedTensorTransformerFunctions.cpp,NestedTensor_softmax_dropout,issues/aten_c_kernels/aten_nested_softmax_dropout_cpu.c,float,B=8; N=64,ragged_softmax: NestedTensor_softmax_dropout,ragged_softmax,,NONE,NO_IMPLEMENTATION,no emitted launch,no,2,1,CUB,segmented max/sum reductions plus pointwise transforms,BUILDING_BLOCKS_ONLY,softmax stages,"ragged offsets, stable max-subtraction, empty rows, dropout RNG state and backward semantics",explicit segment offsets over contiguous values,finish raising residual loops; then CUB segmented-reduction backend + multi-stage composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_nested_to_mask_cpu,aten/src/ATen/native/nested/NestedTensorTransformerFunctions.cpp,NestedTensor_to_mask,issues/aten_c_kernels/aten_nested_to_mask_cpu.c,int,B=8; N=64,index_generation: NestedTensor_to_mask,index_generation,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,CUB,cudaMemcpy*/Memset or CUB building blocks,BUILDING_BLOCKS_ONLY,regular contiguous stages,"concatenation, combinations, diagonal/mask/index formulas need multiple calls or transforms",contiguous/regular pitched copies; arbitrary indexing is not memcpy,shape specialization and multi-call composition,HIGH,LOW,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_nested_to_padded_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,NestedTensor_to_padded_tensor_generic,issues/aten_c_kernels/aten_nested_to_padded_cpu.c,float/int,B=8; P=80,padding: NestedTensor_to_padded_tensor_generic,padding,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,NPP,nppiCopy*Border,SUBSET_WITH_CONSTRAINTS,2D image constant/replicate border subset,reflection/circular rules and backward accumulation are not generally covered,NPP 2D ROI/channel/dtype layouts only,specialize compatible image cases; otherwise composition,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_nested_where_cpu,aten/src/ATen/native/nested/NestedTensorUnaryOps.cpp,NestedTensor_where,issues/aten_c_kernels/aten_nested_where_cpu.c,float/int,B=8; N=64,indexed_data_movement: NestedTensor_where,indexed_data_movement,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,CUB,DeviceSelect or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,supported indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_nested_where_out_cpu,aten/src/ATen/native/nested/NestedTensorUnaryOps.cpp,NestedTensor_where_out,issues/aten_c_kernels/aten_nested_where_out_cpu.c,float/int,B=8; N=64,indexed_data_movement: NestedTensor_where,indexed_data_movement,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,CUB,DeviceSelect or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,supported indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_nextafter,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,nextafter_kernel,issues/aten_c_kernels/aten_nextafter.c,float,N=4096,compound_or_specialized: nextafter_kernel,compound_or_specialized,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,none,no public whole-tensor NVIDIA library operation,NO_PUBLIC_LIBRARY_EQUIVALENT,none,scalar CUDA math/libdevice or recurrences are not a host-callable tensor library implementation,not applicable,retain raised code or permit a generated/custom GPU kernel,HIGH,NONE,A scalar device function may exist; that is not a link-only tensor-library lowering.,,scalar CUDA math/libdevice or generated kernel (not a link-only tensor API),NO_PUBLIC_LIBRARY_BACKEND_POSSIBLE,NO_LINK_ONLY_LIBRARY_ROUTE
aten_nll_loss2d_backward_cpu,aten/src/ATen/native/LossNLL2d.cpp,nll_loss2d_backward_out_frame,issues/aten_c_kernels/aten_nll_loss2d_backward_cpu.c,float/int,B=4; C=8; H=16; W=16,loss: nll_loss2d_backward_frame,loss,,NONE,NO_IMPLEMENTATION,no emitted launch,no,0,4,cuDNN,pointwise/reduction/matmul operation graph,BUILDING_BLOCKS_ONLY,arithmetic stages,"complete formula, index/label rules, state mutation, reductions and backward outputs",only graph nodes/layouts supported by cuDNN,finish raising residual loops; then extract and partition expression/stage graph; validate plan or keep raised code,HIGH,LOW,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,none identified with stronger whole-kernel semantics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_nll_loss2d_forward_cpu,aten/src/ATen/native/LossNLL2d.cpp,nll_loss2d_forward_out_frame,issues/aten_c_kernels/aten_nll_loss2d_forward_cpu.c,float/int,B=4; C=8; H=16; W=16,loss: nll_loss2d_forward_frame,loss,,NONE,NO_IMPLEMENTATION,no emitted launch,no,1,0,cuDNN,pointwise/reduction/matmul operation graph,BUILDING_BLOCKS_ONLY,arithmetic stages,"complete formula, index/label rules, state mutation, reductions and backward outputs",only graph nodes/layouts supported by cuDNN,extract and partition expression/stage graph; validate plan or keep raised code,HIGH,LOW,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,none identified with stronger whole-kernel semantics,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
